Date,Campaign,Impressions,Clicks,Cost,Conversions,Revenue,CTR,CPC,Conversion_Rate,ROAS
2025-02-20,TechFlow_Brand_Search,41918,1574,10589.3,117,7141.61,3.75,6.73,7.43,0.67
2025-02-20,TechFlow_Product_Keywords,12819,180,1377.94,8,485.4,1.4,7.66,4.44,0.35
2025-02-20,TechFlow_Competitor_Keywords,18617,351,2680.86,7,1134.31,1.89,7.64,1.99,0.42
2025-02-20,TechFlow_Display_Network,27556,732,4096.14,56,6412.77,2.66,5.6,7.65,1.57
2025-02-20,TechFlow_YouTube_Video,9342,452,2784.78,32,4555.06,4.84,6.16,7.08,1.64
2025-02-21,TechFlow_Brand_Search,25119,734,5842.9,28,3131.42,2.92,7.96,3.81,0.54
2025-02-21,TechFlow_Product_Keywords,13963,520,2212.19,14,2276.81,3.72,4.25,2.69,1.03
2025-02-21,TechFlow_Competitor_Keywords,15763,480,2679.11,26,4268.97,3.05,5.58,5.42,1.59
2025-02-21,TechFlow_Display_Network,35581,1712,8057.73,105,14849.87,4.81,4.71,6.13,1.84
2025-02-21,TechFlow_YouTube_Video,32723,390,1560.06,11,971.52,1.19,4.0,2.82,0.62
2025-02-22,TechFlow_Brand_Search,27837,720,1936.06,30,5559.93,2.59,2.69,4.17,2.87
2025-02-22,TechFlow_Product_Keywords,39398,1740,9058.62,71,12699.02,4.42,5.21,4.08,1.4
2025-02-22,TechFlow_Competitor_Keywords,48496,2415,18305.85,66,3924.92,4.98,7.58,2.73,0.21
2025-02-22,TechFlow_Display_Network,5602,171,845.48,8,1540.67,3.05,4.94,4.68,1.82
2025-02-22,TechFlow_YouTube_Video,34298,1495,4116.8,51,6827.63,4.36,2.75,3.41,1.66
2025-02-23,TechFlow_Brand_Search,17724,462,1790.63,14,2651.51,2.61,3.88,3.03,1.48
2025-02-23,TechFlow_Product_Keywords,3236,81,359.48,4,246.65,2.5,4.44,4.94,0.69
2025-02-23,TechFlow_Competitor_Keywords,37127,859,3895.23,28,1687.14,2.31,4.53,3.26,0.43
2025-02-23,TechFlow_Display_Network,31177,840,3570.43,51,4703.18,2.69,4.25,6.07,1.32
2025-02-23,TechFlow_YouTube_Video,12915,279,1387.88,14,722.54,2.16,4.97,5.02,0.52
2025-02-24,TechFlow_Brand_Search,10278,434,1574.04,26,3675.29,4.22,3.63,5.99,2.33
2025-02-24,TechFlow_Product_Keywords,26770,330,998.41,10,713.14,1.23,3.03,3.03,0.71
2025-02-24,TechFlow_Competitor_Keywords,34128,1154,5020.74,51,8252.65,3.38,4.35,4.42,1.64
2025-02-24,TechFlow_Display_Network,6466,318,1343.61,17,2987.38,4.92,4.23,5.35,2.22
2025-02-24,TechFlow_YouTube_Video,1287,53,184.79,3,428.59,4.12,3.49,5.66,2.32
2025-02-25,TechFlow_Brand_Search,22288,882,4150.65,38,6149.49,3.96,4.71,4.31,1.48
2025-02-25,TechFlow_Product_Keywords,49388,1151,4924.45,28,1841.48,2.33,4.28,2.43,0.37
2025-02-25,TechFlow_Competitor_Keywords,44874,1147,6524.17,29,2365.74,2.56,5.69,2.53,0.36
2025-02-25,TechFlow_Display_Network,25112,862,4985.74,60,7626.75,3.43,5.78,6.96,1.53
2025-02-25,TechFlow_YouTube_Video,27300,1180,3056.79,65,9111.04,4.32,2.59,5.51,2.98
2025-02-26,TechFlow_Brand_Search,26967,480,2181.97,12,1586.09,1.78,4.55,2.5,0.73
2025-02-26,TechFlow_Product_Keywords,9719,104,756.17,2,241.59,1.07,7.27,1.92,0.32
2025-02-26,TechFlow_Competitor_Keywords,32732,693,5001.56,28,2640.35,2.12,7.22,4.04,0.53
2025-02-26,TechFlow_Display_Network,48600,2198,6209.14,67,5354.76,4.52,2.82,3.05,0.86
2025-02-26,TechFlow_YouTube_Video,29001,1187,9226.12,45,5283.0,4.09,7.77,3.79,0.57
2025-02-27,TechFlow_Brand_Search,29237,1172,6524.27,24,2784.83,4.01,5.57,2.05,0.43
2025-02-27,TechFlow_Product_Keywords,30021,642,5057.66,49,7404.32,2.14,7.88,7.63,1.46
2025-02-27,TechFlow_Competitor_Keywords,36098,1151,4684.89,52,10137.29,3.19,4.07,4.52,2.16
2025-02-27,TechFlow_Display_Network,46617,1421,10540.73,56,9931.73,3.05,7.42,3.94,0.94
2025-02-27,TechFlow_YouTube_Video,47661,1889,9021.81,112,12648.35,3.96,4.78,5.93,1.4
2025-02-28,TechFlow_Brand_Search,43634,1832,12746.97,66,12599.16,4.2,6.96,3.6,0.99
2025-02-28,TechFlow_Product_Keywords,10960,419,2689.23,31,5555.01,3.82,6.42,7.4,2.07
2025-02-28,TechFlow_Competitor_Keywords,41523,2059,6600.87,72,11346.25,4.96,3.21,3.5,1.72
2025-02-28,TechFlow_Display_Network,9253,344,2716.25,12,1224.78,3.72,7.9,3.49,0.45
2025-02-28,TechFlow_YouTube_Video,24051,397,2705.87,19,2394.9,1.65,6.82,4.79,0.89
2025-03-01,TechFlow_Brand_Search,9775,163,1001.86,12,1409.81,1.67,6.15,7.36,1.41
2025-03-01,TechFlow_Product_Keywords,45105,1832,4622.08,66,10285.55,4.06,2.52,3.6,2.23
2025-03-01,TechFlow_Competitor_Keywords,40324,1835,5095.77,114,19521.96,4.55,2.78,6.21,3.83
2025-03-01,TechFlow_Display_Network,6549,104,606.42,5,411.29,1.59,5.83,4.81,0.68
2025-03-01,TechFlow_YouTube_Video,41693,1490,6806.79,87,15648.51,3.57,4.57,5.84,2.3
2025-03-02,TechFlow_Brand_Search,38050,586,3612.88,44,5014.5,1.54,6.17,7.51,1.39
2025-03-02,TechFlow_Product_Keywords,20359,923,5811.9,60,6373.03,4.53,6.3,6.5,1.1
2025-03-02,TechFlow_Competitor_Keywords,41805,1150,8617.0,77,10842.92,2.75,7.49,6.7,1.26
2025-03-02,TechFlow_Display_Network,49838,611,1603.92,14,1551.13,1.23,2.63,2.29,0.97
2025-03-02,TechFlow_YouTube_Video,20544,733,4834.28,15,2827.18,3.57,6.6,2.05,0.58
2025-03-03,TechFlow_Brand_Search,15385,743,5496.31,47,7358.27,4.83,7.4,6.33,1.34
2025-03-03,TechFlow_Product_Keywords,28780,318,1070.76,18,2719.46,1.1,3.37,5.66,2.54
2025-03-03,TechFlow_Competitor_Keywords,35667,1175,5811.51,44,2839.25,3.29,4.95,3.74,0.49
2025-03-03,TechFlow_Display_Network,20554,831,5058.06,49,6385.03,4.04,6.09,5.9,1.26
2025-03-03,TechFlow_YouTube_Video,24161,777,6110.66,39,3506.9,3.22,7.86,5.02,0.57
2025-03-04,TechFlow_Brand_Search,7639,292,797.3,7,1347.08,3.82,2.73,2.4,1.69
2025-03-04,TechFlow_Product_Keywords,27569,578,1766.64,14,2088.7,2.1,3.06,2.42,1.18
2025-03-04,TechFlow_Competitor_Keywords,25334,775,5313.93,21,2833.86,3.06,6.86,2.71,0.53
2025-03-04,TechFlow_Display_Network,5803,169,565.69,11,1543.96,2.91,3.35,6.51,2.73
2025-03-04,TechFlow_YouTube_Video,28502,417,1257.28,25,4777.14,1.46,3.02,6.0,3.8
2025-03-05,TechFlow_Brand_Search,15188,411,2399.24,8,1169.93,2.71,5.84,1.95,0.49
2025-03-05,TechFlow_Product_Keywords,28525,354,1739.82,27,1434.48,1.24,4.91,7.63,0.82
2025-03-05,TechFlow_Competitor_Keywords,12679,199,979.47,7,1012.08,1.57,4.92,3.52,1.03
2025-03-05,TechFlow_Display_Network,24864,969,3105.0,57,8963.74,3.9,3.2,5.88,2.89
2025-03-05,TechFlow_YouTube_Video,32567,885,5230.38,30,1610.13,2.72,5.91,3.39,0.31
2025-03-06,TechFlow_Brand_Search,32201,367,2143.59,20,1216.25,1.14,5.84,5.45,0.57
2025-03-06,TechFlow_Product_Keywords,14905,625,2071.45,25,4516.59,4.19,3.31,4.0,2.18
2025-03-06,TechFlow_Competitor_Keywords,16728,446,2732.64,15,1758.81,2.67,6.13,3.36,0.64
2025-03-06,TechFlow_Display_Network,14948,426,1561.09,16,1520.13,2.85,3.66,3.76,0.97
2025-03-06,TechFlow_YouTube_Video,24511,974,5202.91,64,9050.04,3.97,5.34,6.57,1.74
2025-03-07,TechFlow_Brand_Search,1234,25,63.26,0,0.0,2.03,2.53,0.0,0.0
2025-03-07,TechFlow_Product_Keywords,4326,167,1202.12,10,881.52,3.86,7.2,5.99,0.73
2025-03-07,TechFlow_Competitor_Keywords,28412,303,1587.19,22,1503.79,1.07,5.24,7.26,0.95
2025-03-07,TechFlow_Display_Network,15018,510,2274.34,14,981.8,3.4,4.46,2.75,0.43
2025-03-07,TechFlow_YouTube_Video,14929,412,2899.27,22,4077.93,2.76,7.04,5.34,1.41
2025-03-08,TechFlow_Brand_Search,3593,61,397.26,2,156.26,1.7,6.51,3.28,0.39
2025-03-08,TechFlow_Product_Keywords,34130,419,2052.01,10,1103.33,1.23,4.9,2.39,0.54
2025-03-08,TechFlow_Competitor_Keywords,45193,1373,8019.46,63,11450.77,3.04,5.84,4.59,1.43
2025-03-08,TechFlow_Display_Network,3181,48,168.79,2,365.93,1.51,3.52,4.17,2.17
2025-03-08,TechFlow_YouTube_Video,36992,928,6100.12,27,4203.88,2.51,6.57,2.91,0.69
2025-03-09,TechFlow_Brand_Search,19095,292,2273.95,18,2729.71,1.53,7.79,6.16,1.2
2025-03-09,TechFlow_Product_Keywords,38511,704,5500.01,31,6171.52,1.83,7.81,4.4,1.12
2025-03-09,TechFlow_Competitor_Keywords,6873,118,886.44,3,172.79,1.72,7.51,2.54,0.19
2025-03-09,TechFlow_Display_Network,18427,369,2403.08,27,3310.73,2.0,6.51,7.32,1.38
2025-03-09,TechFlow_YouTube_Video,16127,343,2352.43,26,1860.81,2.13,6.86,7.58,0.79
2025-03-10,TechFlow_Brand_Search,28811,1114,5594.97,59,9590.89,3.87,5.02,5.3,1.71
2025-03-10,TechFlow_Product_Keywords,9723,389,2658.87,16,1210.39,4.0,6.84,4.11,0.46
2025-03-10,TechFlow_Competitor_Keywords,27976,394,2163.64,14,2105.83,1.41,5.49,3.55,0.97
2025-03-10,TechFlow_Display_Network,20044,665,3004.91,29,5574.18,3.32,4.52,4.36,1.86
2025-03-10,TechFlow_YouTube_Video,26306,584,1504.66,18,1059.86,2.22,2.58,3.08,0.7
2025-03-11,TechFlow_Brand_Search,3027,38,298.43,1,155.17,1.26,7.85,2.63,0.52
2025-03-11,TechFlow_Product_Keywords,40520,1127,4107.24,26,2029.65,2.78,3.64,2.31,0.49
2025-03-11,TechFlow_Competitor_Keywords,45318,2135,8911.38,155,14104.11,4.71,4.17,7.26,1.58
2025-03-11,TechFlow_Display_Network,36091,1544,7037.45,117,17302.6,4.28,4.56,7.58,2.46
2025-03-11,TechFlow_YouTube_Video,20695,545,2705.84,24,1674.18,2.63,4.96,4.4,0.62
2025-03-12,TechFlow_Brand_Search,3147,105,554.3,5,278.04,3.34,5.28,4.76,0.5
2025-03-12,TechFlow_Product_Keywords,4459,98,294.0,5,601.87,2.2,3.0,5.1,2.05
2025-03-12,TechFlow_Competitor_Keywords,31305,844,2746.69,60,9201.82,2.7,3.25,7.11,3.35
2025-03-12,TechFlow_Display_Network,22278,701,2738.85,33,1953.1,3.15,3.91,4.71,0.71
2025-03-12,TechFlow_YouTube_Video,10044,430,3057.09,20,3401.7,4.28,7.11,4.65,1.11
2025-03-13,TechFlow_Brand_Search,26040,1024,7362.9,71,4247.57,3.93,7.19,6.93,0.58
2025-03-13,TechFlow_Product_Keywords,33559,832,6616.22,26,4662.14,2.48,7.95,3.12,0.7
2025-03-13,TechFlow_Competitor_Keywords,46230,1925,11918.51,117,11214.38,4.16,6.19,6.08,0.94
2025-03-13,TechFlow_Display_Network,46210,585,2335.18,38,2429.88,1.27,3.99,6.5,1.04
2025-03-13,TechFlow_YouTube_Video,45485,1491,8925.23,109,10722.17,3.28,5.99,7.31,1.2
2025-03-14,TechFlow_Brand_Search,26806,884,5718.65,68,13319.36,3.3,6.47,7.69,2.33
2025-03-14,TechFlow_Product_Keywords,49981,2151,13386.88,147,13276.14,4.3,6.22,6.83,0.99
2025-03-14,TechFlow_Competitor_Keywords,25836,710,3347.52,34,4727.95,2.75,4.71,4.79,1.41
2025-03-14,TechFlow_Display_Network,41580,1798,14383.45,65,5659.76,4.32,8.0,3.62,0.39
2025-03-14,TechFlow_YouTube_Video,31447,1023,6182.73,32,3972.73,3.25,6.04,3.13,0.64
2025-03-15,TechFlow_Brand_Search,35558,394,2168.41,12,1917.5,1.11,5.5,3.05,0.88
2025-03-15,TechFlow_Product_Keywords,7719,266,1230.32,15,1843.04,3.45,4.63,5.64,1.5
2025-03-15,TechFlow_Competitor_Keywords,12259,181,1311.25,8,1086.87,1.48,7.24,4.42,0.83
2025-03-15,TechFlow_Display_Network,19605,233,601.46,9,1469.83,1.19,2.58,3.86,2.44
2025-03-15,TechFlow_YouTube_Video,25043,944,5439.0,29,3285.95,3.77,5.76,3.07,0.6
2025-03-16,TechFlow_Brand_Search,36330,394,2571.95,16,869.51,1.08,6.53,4.06,0.34
2025-03-16,TechFlow_Product_Keywords,24364,1048,8208.71,28,2453.85,4.3,7.83,2.67,0.3
2025-03-16,TechFlow_Competitor_Keywords,24788,431,2689.41,30,3399.7,1.74,6.24,6.96,1.26
2025-03-16,TechFlow_Display_Network,1117,39,183.09,2,151.98,3.49,4.69,5.13,0.83
2025-03-16,TechFlow_YouTube_Video,33039,970,5604.1,20,1464.31,2.94,5.78,2.06,0.26
2025-03-17,TechFlow_Brand_Search,23632,736,2633.06,31,5423.81,3.11,3.58,4.21,2.06
2025-03-17,TechFlow_Product_Keywords,18697,887,6351.48,31,5307.03,4.74,7.16,3.49,0.84
2025-03-17,TechFlow_Competitor_Keywords,33544,950,4163.47,69,4901.21,2.83,4.38,7.26,1.18
2025-03-17,TechFlow_Display_Network,43343,1366,6831.85,92,13353.1,3.15,5.0,6.73,1.95
2025-03-17,TechFlow_YouTube_Video,40597,470,1815.42,22,1782.04,1.16,3.86,4.68,0.98
2025-03-18,TechFlow_Brand_Search,15669,353,1879.54,24,2542.36,2.25,5.32,6.8,1.35
2025-03-18,TechFlow_Product_Keywords,37325,1006,7138.68,31,4566.44,2.7,7.1,3.08,0.64
2025-03-18,TechFlow_Competitor_Keywords,47689,1247,5037.1,70,13421.88,2.61,4.04,5.61,2.66
2025-03-18,TechFlow_Display_Network,45815,952,7184.67,73,7788.33,2.08,7.55,7.67,1.08
2025-03-18,TechFlow_YouTube_Video,9911,289,1621.25,15,2764.85,2.92,5.61,5.19,1.71
2025-03-19,TechFlow_Brand_Search,5969,140,446.55,5,507.71,2.35,3.19,3.57,1.14
2025-03-19,TechFlow_Product_Keywords,13425,219,1449.44,5,866.52,1.63,6.62,2.28,0.6
2025-03-19,TechFlow_Competitor_Keywords,28430,549,2747.46,30,4389.56,1.93,5.0,5.46,1.6
2025-03-19,TechFlow_Display_Network,19283,456,3591.32,34,4063.87,2.36,7.88,7.46,1.13
2025-03-19,TechFlow_YouTube_Video,49010,1050,6174.86,45,4991.59,2.14,5.88,4.29,0.81
2025-03-20,TechFlow_Brand_Search,28579,857,5504.8,20,3224.39,3.0,6.42,2.33,0.59
2025-03-20,TechFlow_Product_Keywords,15818,270,1626.62,8,874.22,1.71,6.02,2.96,0.54
2025-03-20,TechFlow_Competitor_Keywords,1213,57,248.92,3,542.62,4.7,4.37,5.26,2.18
2025-03-20,TechFlow_Display_Network,13307,396,2469.93,28,3273.1,2.98,6.24,7.07,1.33
2025-03-20,TechFlow_YouTube_Video,14964,321,2410.11,18,2467.45,2.15,7.51,5.61,1.02
2025-03-21,TechFlow_Brand_Search,35151,1118,8071.49,48,5533.86,3.18,7.22,4.29,0.69
2025-03-21,TechFlow_Product_Keywords,18877,689,1795.13,49,6392.9,3.65,2.61,7.11,3.56
2025-03-21,TechFlow_Competitor_Keywords,22750,757,5549.2,35,5567.25,3.33,7.33,4.62,1.0
2025-03-21,TechFlow_Display_Network,9248,266,1711.83,12,2376.11,2.88,6.44,4.51,1.39
2025-03-21,TechFlow_YouTube_Video,27275,841,4635.92,24,2005.46,3.08,5.51,2.85,0.43
2025-03-22,TechFlow_Brand_Search,7860,178,704.7,10,1760.45,2.26,3.96,5.62,2.5
2025-03-22,TechFlow_Product_Keywords,43431,686,1845.83,19,2650.68,1.58,2.69,2.77,1.44
2025-03-22,TechFlow_Competitor_Keywords,38767,413,2623.66,18,2803.91,1.07,6.35,4.36,1.07
2025-03-22,TechFlow_Display_Network,13199,312,1950.66,18,3337.53,2.36,6.25,5.77,1.71
2025-03-22,TechFlow_YouTube_Video,5093,165,1073.97,3,320.35,3.24,6.51,1.82,0.3
2025-03-23,TechFlow_Brand_Search,34514,1262,9112.73,77,4115.3,3.66,7.22,6.1,0.45
2025-03-23,TechFlow_Product_Keywords,13002,316,1538.42,16,2843.09,2.43,4.87,5.06,1.85
2025-03-23,TechFlow_Competitor_Keywords,4856,165,1183.4,3,324.51,3.4,7.17,1.82,0.27
2025-03-23,TechFlow_Display_Network,16694,641,5009.1,40,2914.19,3.84,7.81,6.24,0.58
2025-03-23,TechFlow_YouTube_Video,17366,606,4206.15,46,5442.57,3.49,6.94,7.59,1.29
2025-03-24,TechFlow_Brand_Search,16108,654,4276.62,17,1733.14,4.06,6.54,2.6,0.41
2025-03-24,TechFlow_Product_Keywords,47305,1088,5513.59,57,9890.19,2.3,5.07,5.24,1.79
2025-03-24,TechFlow_Competitor_Keywords,16093,644,4551.54,14,1840.44,4.0,7.07,2.17,0.4
2025-03-24,TechFlow_Display_Network,48313,1100,3366.09,24,4522.81,2.28,3.06,2.18,1.34
2025-03-24,TechFlow_YouTube_Video,22210,713,3210.09,16,1755.54,3.21,4.5,2.24,0.55
2025-03-25,TechFlow_Brand_Search,6081,284,1342.96,10,595.75,4.67,4.73,3.52,0.44
2025-03-25,TechFlow_Product_Keywords,32941,1087,3385.82,52,4496.82,3.3,3.11,4.78,1.33
2025-03-25,TechFlow_Competitor_Keywords,33636,1517,10951.98,38,3558.93,4.51,7.22,2.5,0.32
2025-03-25,TechFlow_Display_Network,45699,1789,5225.99,137,17076.94,3.91,2.92,7.66,3.27
2025-03-25,TechFlow_YouTube_Video,36365,485,3303.34,21,3371.41,1.33,6.81,4.33,1.02
2025-03-26,TechFlow_Brand_Search,29188,1329,7861.51,42,3087.02,4.55,5.92,3.16,0.39
2025-03-26,TechFlow_Product_Keywords,46108,1232,5665.62,91,10757.93,2.67,4.6,7.39,1.9
2025-03-26,TechFlow_Competitor_Keywords,22583,1061,7378.32,67,8346.31,4.7,6.95,6.31,1.13
2025-03-26,TechFlow_Display_Network,47512,746,5282.7,56,8003.01,1.57,7.08,7.51,1.51
2025-03-26,TechFlow_YouTube_Video,33724,967,4202.47,46,4072.21,2.87,4.35,4.76,0.97
2025-03-27,TechFlow_Brand_Search,42626,747,3681.32,26,4742.07,1.75,4.93,3.48,1.29
2025-03-27,TechFlow_Product_Keywords,22450,558,2775.32,19,2959.58,2.49,4.97,3.41,1.07
2025-03-27,TechFlow_Competitor_Keywords,34934,531,2035.61,27,3361.94,1.52,3.83,5.08,1.65
2025-03-27,TechFlow_Display_Network,36601,407,2719.82,25,1891.15,1.11,6.68,6.14,0.7
2025-03-27,TechFlow_YouTube_Video,11401,568,1754.58,37,6121.66,4.98,3.09,6.51,3.49
2025-03-28,TechFlow_Brand_Search,47336,1640,9032.75,38,3345.57,3.46,5.51,2.32,0.37
2025-03-28,TechFlow_Product_Keywords,48912,1302,6039.44,46,6409.81,2.66,4.64,3.53,1.06
2025-03-28,TechFlow_Competitor_Keywords,38902,690,5262.36,17,2007.3,1.77,7.63,2.46,0.38
2025-03-28,TechFlow_Display_Network,33156,845,3146.37,32,3788.71,2.55,3.72,3.79,1.2
2025-03-28,TechFlow_YouTube_Video,21675,605,2904.21,35,5973.88,2.79,4.8,5.79,2.06
2025-03-29,TechFlow_Brand_Search,16472,167,877.53,8,1253.53,1.01,5.25,4.79,1.43
2025-03-29,TechFlow_Product_Keywords,44742,1097,6477.0,31,2118.5,2.45,5.9,2.83,0.33
2025-03-29,TechFlow_Competitor_Keywords,40572,1509,6094.28,79,7103.88,3.72,4.04,5.24,1.17
2025-03-29,TechFlow_Display_Network,10300,470,3206.7,34,3159.63,4.56,6.82,7.23,0.99
2025-03-29,TechFlow_YouTube_Video,23101,800,4911.59,31,3157.26,3.46,6.14,3.88,0.64
2025-03-30,TechFlow_Brand_Search,26397,627,2815.9,33,3072.35,2.38,4.49,5.26,1.09
2025-03-30,TechFlow_Product_Keywords,12099,256,891.49,15,2589.6,2.12,3.48,5.86,2.9
2025-03-30,TechFlow_Competitor_Keywords,33752,1421,6516.44,49,9074.31,4.21,4.59,3.45,1.39
2025-03-30,TechFlow_Display_Network,5382,167,1332.98,10,500.95,3.1,7.98,5.99,0.38
2025-03-30,TechFlow_YouTube_Video,19983,574,3876.41,43,3496.17,2.87,6.75,7.49,0.9
2025-03-31,TechFlow_Brand_Search,18140,785,5316.28,55,5237.5,4.33,6.77,7.01,0.99
2025-03-31,TechFlow_Product_Keywords,26632,766,4105.1,25,1872.26,2.88,5.36,3.26,0.46
2025-03-31,TechFlow_Competitor_Keywords,3093,55,257.56,3,423.91,1.78,4.68,5.45,1.65
2025-03-31,TechFlow_Display_Network,17519,487,2359.7,34,3372.39,2.78,4.85,6.98,1.43
2025-03-31,TechFlow_YouTube_Video,48949,1146,3459.93,72,11682.84,2.34,3.02,6.28,3.38
2025-04-01,TechFlow_Brand_Search,33541,1595,12553.97,84,5721.57,4.76,7.87,5.27,0.46
2025-04-01,TechFlow_Product_Keywords,26976,548,2577.8,31,3175.86,2.03,4.7,5.66,1.23
2025-04-01,TechFlow_Competitor_Keywords,17755,200,1073.08,13,1217.01,1.13,5.37,6.5,1.13
2025-04-01,TechFlow_Display_Network,39706,1090,3139.57,59,10059.15,2.75,2.88,5.41,3.2
2025-04-01,TechFlow_YouTube_Video,44233,919,6826.98,53,3027.87,2.08,7.43,5.77,0.44
2025-04-02,TechFlow_Brand_Search,35991,463,3699.78,24,1855.76,1.29,7.99,5.18,0.5
2025-04-02,TechFlow_Product_Keywords,12824,632,1697.27,30,1806.2,4.93,2.69,4.75,1.06
2025-04-02,TechFlow_Competitor_Keywords,33768,1121,3730.99,46,9137.24,3.32,3.33,4.1,2.45
2025-04-02,TechFlow_Display_Network,38317,1456,10247.14,56,4592.68,3.8,7.04,3.85,0.45
2025-04-02,TechFlow_YouTube_Video,34808,955,4738.62,46,5807.92,2.74,4.96,4.82,1.23
2025-04-03,TechFlow_Brand_Search,20784,410,2255.68,11,1972.35,1.97,5.5,2.68,0.87
2025-04-03,TechFlow_Product_Keywords,30674,1039,4684.91,34,5038.97,3.39,4.51,3.27,1.08
2025-04-03,TechFlow_Competitor_Keywords,10272,162,901.61,4,406.55,1.58,5.57,2.47,0.45
2025-04-03,TechFlow_Display_Network,40193,432,2866.59,13,816.6,1.07,6.64,3.01,0.28
2025-04-03,TechFlow_YouTube_Video,12593,515,2071.77,14,2746.83,4.09,4.02,2.72,1.33
2025-04-04,TechFlow_Brand_Search,13521,250,991.85,11,1305.7,1.85,3.97,4.4,1.32
2025-04-04,TechFlow_Product_Keywords,31162,996,3503.72,68,4315.11,3.2,3.52,6.83,1.23
2025-04-04,TechFlow_Competitor_Keywords,11401,185,1372.45,4,676.58,1.62,7.42,2.16,0.49
2025-04-04,TechFlow_Display_Network,1997,89,416.54,2,320.05,4.46,4.68,2.25,0.77
2025-04-04,TechFlow_YouTube_Video,4145,95,758.65,5,686.79,2.29,7.99,5.26,0.91
2025-04-05,TechFlow_Brand_Search,45652,802,2940.29,26,1592.48,1.76,3.67,3.24,0.54
2025-04-05,TechFlow_Product_Keywords,25958,444,2922.86,10,953.29,1.71,6.58,2.25,0.33
2025-04-05,TechFlow_Competitor_Keywords,17170,177,1214.21,5,311.51,1.03,6.86,2.82,0.26
2025-04-05,TechFlow_Display_Network,28577,608,3351.61,35,4710.27,2.13,5.51,5.76,1.41
2025-04-05,TechFlow_YouTube_Video,38447,1019,4751.81,67,3705.73,2.65,4.66,6.58,0.78
2025-04-06,TechFlow_Brand_Search,47744,1843,10341.12,104,17033.72,3.86,5.61,5.64,1.65
